8.784632278110582e-07,5770.0
6.369804173257938e-07,5770.009765625
5.438627982337055e-07,5770.01953125
5.114757280255255e-07,5770.029296875
5.285874864790968e-07,5770.0390625
5.218276318943115e-07,5770.048828125
5.010135132269304e-07,5770.05859375
5.115222159194387e-07,5770.068359375
5.328573521152341e-07,5770.078125
5.100293465976296e-07,5770.087890625
5.000924822867259e-07,5770.09765625
5.144212864519882e-07,5770.107421875
5.256006978609555e-07,5770.1171875
5.072309875265247e-07,5770.126953125
5.172854609406308e-07,5770.13671875
4.967366797936749e-07,5770.146484375
5.141966555244639e-07,5770.15625
5.371076498524617e-07,5770.166015625
5.712330206835038e-07,5770.17578125
5.308944728957543e-07,5770.185546875
4.7492155750141916e-07,5770.1953125
5.073951400218302e-07,5770.205078125
5.4285112225412e-07,5770.21484375
5.337824412324373e-07,5770.224609375
5.319280495237588e-07,5770.234375
5.293704014706928e-07,5770.244140625
5.373960471040815e-07,5770.25390625
5.248014642655646e-07,5770.263671875
4.910704286444664e-07,5770.2734375
4.880177996431318e-07,5770.283203125
5.123953886535082e-07,5770.29296875
4.832729088013032e-07,5770.302734375
5.04594994870615e-07,5770.3125
5.098068500099656e-07,5770.322265625
5.058693178611158e-07,5770.33203125
5.038761663084277e-07,5770.341796875
5.193267522133836e-07,5770.3515625
5.229281075350631e-07,5770.361328125
5.512809973884436e-07,5770.37109375
5.463693967357969e-07,5770.380859375
5.116950961512446e-07,5770.390625
5.187012044933427e-07,5770.400390625
5.263082780116683e-07,5770.41015625
5.19379636771449e-07,5770.419921875
5.116228148610099e-07,5770.4296875
5.269483621507059e-07,5770.439453125
5.129873340485209e-07,5770.44921875
5.002233533829648e-07,5770.458984375
5.09310346409899e-07,5770.46875
5.156922718498448e-07,5770.478515625
4.857360944263511e-07,5770.48828125
4.995877486574177e-07,5770.498046875
5.17965939956776e-07,5770.5078125
4.985500246894725e-07,5770.517578125
5.31259827925614e-07,5770.52734375
5.545558284446366e-07,5770.537109375
4.805253021672841e-07,5770.546875
4.585299827874077e-07,5770.556640625
4.949458873384658e-07,5770.56640625
